x_abs_m,x_local_m,x_H2_molfrac,x_N2_molfrac,x_Air_molfrac,x_O2_molfrac,x_inert_molfrac
825.0,825.0,1.0,6.880940119469765e-185,2.4858624445243756e-241,5.2203111335011885e-242,6.880940119469765e-185
835.0,835.0,1.0,2.462053517362093e-184,1.05978904613218e-240,2.2255569968775778e-241,2.462053517362093e-184
845.0,845.0,1.0,8.790041316168156e-184,4.5091328811100335e-240,9.46917905033107e-241,8.790041316168156e-184
855.0,855.0,1.0,3.1313349135303803e-183,1.9146875535903927e-239,4.0208438625398243e-240,3.1313349135303803e-183
865.0,865.0,1.0,1.1130500951100628e-182,8.113982486867996e-239,1.7039363222422791e-239,1.1130500951100628e-182
875.0,875.0,1.0,3.947733734601067e-182,3.431638157470947e-238,7.206440130688988e-239,3.947733734601067e-182
885.0,885.0,1.0,1.3971089190078558e-181,1.4484389002816364e-237,3.0417216905914362e-238,1.3971089190078558e-181
895.0,895.0,1.0,4.933591932534266e-181,6.101409032447153e-237,1.281295896813902e-237,4.933591932534266e-181
905.0,905.0,1.0,1.7383930212196693e-180,2.5650236257911655e-236,5.386549614161447e-237,1.7383930212196693e-180
915.0,915.0,1.0,6.11203309102505e-180,1.0761773981278487e-235,2.259972536068482e-236,6.11203309102505e-180
925.0,925.0,1.0,2.144260608083884e-179,4.506170622622331e-235,9.462958307506895e-236,2.144260608083884e-179
935.0,935.0,1.0,7.506279068468866e-179,1.8830535269811927e-234,3.9544124066605044e-235,7.506279068468866e-179
945.0,945.0,1.0,2.621972946225795e-178,7.853241758418029e-234,1.649180769267786e-234,2.621972946225795e-178
955.0,955.0,1.0,9.138798999559042e-178,3.268635839320232e-233,6.864135262572487e-234,9.138798999559042e-178
965.0,965.0,1.0,3.1783995612667103e-177,1.3577361433917875e-232,2.8512459011227537e-233,3.1783995612667103e-177
975.0,975.0,1.0,1.1030299486648357e-176,5.628536555784234e-232,1.1819926767146891e-232,1.1030299486648357e-176
985.0,985.0,1.0,3.819676048488168e-176,2.3286642451063335e-231,4.8901949147233004e-232,3.819676048488168e-176
995.0,995.0,1.0,1.3198577158832565e-175,9.615005396713708e-231,2.0191511333098786e-231,1.3198577158832565e-175
1005.0,1005.0,1.0,4.550823296538574e-175,3.962082047823333e-230,8.320372300428999e-231,4.550823296538574e-175
1015.0,1015.0,1.0,1.5657268272749406e-174,1.629403609744531e-229,3.421747580463515e-230,1.5657268272749406e-174
1025.0,1025.0,1.0,5.375341275700382e-174,6.68752105436534e-229,1.4043794214167214e-229,5.375341275700382e-174
1035.0,1035.0,1.0,1.841454380090961e-173,2.739257955770541e-228,5.752441707118136e-229,1.841454380090961e-173
1045.0,1045.0,1.0,6.294794816099172e-173,1.119778138707903e-227,2.351534091286596e-228,6.294794816099172e-173
1055.0,1055.0,1.0,2.1471811420224653e-172,4.5683810738909335e-227,9.59360025517096e-228,2.1471811420224653e-172
1065.0,1065.0,1.0,7.308412631281556e-172,1.860047143826778e-226,3.9060990020362335e-227,7.308412631281556e-172
1075.0,1075.0,1.0,2.482249675370306e-171,7.558173759693869e-226,1.5872164895357124e-226,2.482249675370306e-171
1085.0,1085.0,1.0,8.412723831017724e-171,3.0650748706666226e-225,6.436657228399907e-226,8.412723831017724e-171
1095.0,1095.0,1.0,2.8450983864670886e-170,1.2404995236537593e-224,2.6050489996728943e-225,2.8450983864670886e-170
1105.0,1105.0,1.0,9.601257919589546e-170,5.010527137297605e-224,1.0522106988324969e-224,9.601257919589546e-170
1115.0,1115.0,1.0,3.2331798159871797e-169,2.0197682536900977e-223,4.241513332749205e-224,3.2331798159871797e-169
1125.0,1125.0,1.0,1.0864334440942612e-168,8.12551647678686e-223,1.7063584601252405e-223,1.0864334440942612e-168
1135.0,1135.0,1.0,3.64291125326773e-168,3.2623587978273165e-222,6.850953475437364e-223,3.64291125326773e-168
1145.0,1145.0,1.0,1.2188966743734602e-167,1.3072052725734908e-221,2.7451310724043307e-222,1.2188966743734602e-167
1155.0,1155.0,1.0,4.0696649111262175e-167,5.22741743637222e-221,1.0977576616381663e-221,4.0696649111262175e-167
1165.0,1165.0,1.0,1.3558900656043376e-166,2.08622863509179e-220,4.381080133692759e-221,1.3558900656043376e-166
1175.0,1175.0,1.0,4.5078034159255375e-166,8.309367288320563e-220,1.744967130547318e-220,4.5078034159255375e-166
1185.0,1185.0,1.0,1.4954803196923223e-165,3.302975474214556e-219,6.936248495850568e-220,1.4954803196923223e-165
1195.0,1195.0,1.0,4.950764283279809e-165,1.3103100935869548e-218,2.7516511965326048e-219,4.950764283279809e-165
1205.0,1205.0,1.0,1.6354609003105762e-164,5.187691890739406e-218,1.0894152970552752e-218,1.6354609003105762e-164
1215.0,1215.0,1.0,5.391194452744495e-164,2.04977229354298e-217,4.304521816440258e-218,5.391194452744495e-164
1225.0,1225.0,1.0,1.7734023288534663e-163,8.082922690948044e-217,1.6974137650990891e-217,1.7734023288534663e-163
1235.0,1235.0,1.0,5.821132990947542e-163,3.1809921701313786e-216,6.680083557275894e-217,5.821132990947542e-163
1245.0,1245.0,1.0,1.9067170423949746e-162,1.2493615910088238e-215,2.62365934111853e-216,1.9067170423949746e-162
1255.0,1255.0,1.0,6.232236936075116e-162,4.897168895699e-215,1.02840546809679e-215,6.232236936075116e-162
1265.0,1265.0,1.0,2.0327367298947534e-161,1.9157260429976455e-214,4.0230246902950553e-215,2.0327367298947534e-161
1275.0,1275.0,1.0,6.616042176445144e-161,7.479165093551484e-214,1.5706246696458116e-214,6.616042176445144e-161
1285.0,1285.0,1.0,2.1487991268045474e-160,2.914098582358136e-213,6.119607022952086e-214,2.1487991268045474e-160
1295.0,1295.0,1.0,6.9642484774623e-160,1.1331483481435404e-212,2.3796115311014347e-213,6.9642484774623e-160
1305.0,1305.0,1.0,2.2523404461568205e-159,4.397448062088552e-212,9.234640930385958e-213,2.2523404461568205e-159
1315.0,1315.0,1.0,7.269015534412406e-159,1.7031233125838543e-211,3.576558956426094e-212,7.269015534412406e-159
1325.0,1325.0,1.0,2.340989028398288e-158,6.582985566568557e-211,1.3824269689793968e-211,2.340989028398288e-158
1335.0,1335.0,1.0,7.523255444554306e-158,2.5394002305335346e-210,5.332740484120422e-211,7.523255444554306e-158
1345.0,1345.0,1.0,2.4126554622829765e-157,9.776217553793577e-210,2.053005686296651e-210,2.4126554622829765e-157
1355.0,1355.0,1.0,7.720906421519167e-157,3.756142153825442e-209,7.887898523033427e-210,7.720906421519167e-157
